Word,PoS,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,AvrgOfYears,Level.Predicted.RF,Level.Predicted.NN,Level.Predicted.SVM
tracksuit,NOUN,6.32E-08,6.81E-08,6.57E-08,7.39E-08,8.96E-08,1.04E-07,1.21E-07,1.38E-07,1.22E-07,9.39E-08,A1,Unknown,Unknown
tracksuit,PRON,1.79E-10,6.17E-10,2.40E-10,2.20E-10,3.40E-10,2.08E-10,3.92E-10,9.26E-10,4.11E-10,3.92E-10,A1,A2,A2
tracksuit,VERB,4.47E-10,4.41E-10,7.19E-10,5.87E-10,8.84E-10,7.63E-10,1.57E-09,1.67E-09,1.28E-09,9.28E-10,A1,B2,C1
tractor,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
tractor,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
tractor,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tractor,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tractor,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tractor,NOUN,3.09E-06,3.02E-06,3.02E-06,3.22E-06,2.95E-06,2.80E-06,2.76E-06,2.47E-06,1.93E-06,2.81E-06,A2,B2,B2
tractor,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tractor,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
trade,ADJ,6.18E-06,6.20E-06,6.36E-06,6.09E-06,5.81E-06,6.36E-06,6.18E-06,6.05E-06,5.59E-06,6.09E-06,B2,B2,B2
trade,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
trade,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
trade,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trade,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trade,NOUN,0.000114749,0.000109014,0.000106621,0.000103579,9.71E-05,0.000102325,0.00010178,0.000100686,9.00E-05,0.000102868,B1,B1,A2
trade,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trade,VERB,8.01E-06,8.14E-06,8.20E-06,8.08E-06,7.48E-06,7.86E-06,7.80E-06,7.75E-06,6.99E-06,7.81E-06,B2,B1,B1
trader,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
trader,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
trader,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
trader,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trader,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trader,NOUN,3.91E-06,4.29E-06,3.81E-06,3.91E-06,3.93E-06,3.75E-06,4.09E-06,4.56E-06,4.64E-06,4.10E-06,A1,B2,B2
trader,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trader,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
tradition,ADJ,1.66E-07,1.63E-07,1.60E-07,1.55E-07,1.76E-07,1.51E-07,1.57E-07,1.50E-07,1.04E-07,1.54E-07,A1,B2,B2
tradition,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
tradition,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tradition,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tradition,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tradition,NOUN,7.07E-05,6.60E-05,6.33E-05,6.19E-05,6.15E-05,6.16E-05,6.12E-05,5.88E-05,4.68E-05,6.13E-05,B1,B1,A2
tradition,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tradition,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
traditions,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
traditions,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
traditions,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
traditions,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditions,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditions,NOUN,3.01E-05,2.87E-05,2.77E-05,2.78E-05,2.76E-05,2.84E-05,2.85E-05,2.73E-05,2.34E-05,2.77E-05,B1,B1,A2
traditions,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditions,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
traditional,ADJ,0.000105134,0.000102514,0.000101749,9.53E-05,9.29E-05,9.48E-05,9.12E-05,8.59E-05,6.61E-05,9.28E-05,B1,B1,A2
traditional,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
traditional,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
traditional,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditional,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditional,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
traditional,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditional,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
traditionally,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
traditionally,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
traditionally,ADV,1.52E-05,1.45E-05,1.41E-05,1.33E-05,1.29E-05,1.31E-05,1.25E-05,1.20E-05,8.91E-06,1.29E-05,B2,B1,B1
traditionally,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditionally,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditionally,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
traditionally,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traditionally,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
traffic,ADJ,5.61E-07,5.87E-07,6.64E-07,6.01E-07,5.17E-07,5.57E-07,5.22E-07,4.90E-07,4.23E-07,5.47E-07,A1,B2,B2
traffic,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
traffic,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
traffic,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traffic,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traffic,NOUN,3.42E-05,3.41E-05,3.75E-05,3.78E-05,3.37E-05,3.31E-05,3.00E-05,3.04E-05,2.71E-05,3.31E-05,B1,A2,A2
traffic,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
traffic,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
tragedy,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
tragedy,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
tragedy,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tragedy,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragedy,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragedy,NOUN,1.20E-05,1.20E-05,1.24E-05,1.22E-05,1.26E-05,1.31E-05,1.24E-05,1.32E-05,1.37E-05,1.26E-05,B1,B1,B1
tragedy,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragedy,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
tragic,ADJ,1.02E-05,9.80E-06,9.88E-06,9.70E-06,9.88E-06,1.00E-05,9.77E-06,1.03E-05,9.86E-06,9.93E-06,B2,B1,B2
tragic,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
tragic,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tragic,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragic,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragic,NOUN,5.82E-08,5.97E-08,5.83E-08,5.81E-08,6.05E-08,6.15E-08,6.17E-08,6.76E-08,6.93E-08,6.17E-08,A1,Unknown,Unknown
tragic,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragic,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
tragically,ADJ,2.95E-09,3.52E-09,4.31E-09,4.03E-09,4.35E-09,2.84E-09,4.38E-09,2.65E-09,3.18E-09,3.58E-09,A1,B2,B2
tragically,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
tragically,ADV,1.06E-06,1.03E-06,1.06E-06,1.03E-06,1.05E-06,1.06E-06,1.01E-06,1.09E-06,1.00E-06,1.04E-06,A2,B1,B2
tragically,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragically,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragically,NOUN,2.77E-09,2.47E-09,1.92E-09,1.91E-09,1.77E-09,2.43E-09,3.20E-09,1.97E-09,9.24E-10,2.15E-09,A1,Unknown,Unknown
tragically,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tragically,VERB,1.79E-10,0,1.60E-10,8.07E-10,4.76E-10,0,0,6.17E-11,1.03E-10,1.98E-10,C1,B2,C1
trail,ADJ,2.50E-07,2.64E-07,2.09E-07,2.36E-07,2.64E-07,2.19E-07,2.13E-07,2.36E-07,2.21E-07,2.35E-07,A1,B2,B2
trail,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
trail,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
trail,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trail,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trail,NOUN,1.90E-05,1.95E-05,1.88E-05,1.86E-05,1.79E-05,1.85E-05,1.80E-05,1.80E-05,1.82E-05,1.85E-05,B1,B1,B1
trail,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trail,VERB,5.17E-07,4.96E-07,4.99E-07,4.96E-07,5.01E-07,5.42E-07,4.98E-07,5.49E-07,5.91E-07,5.21E-07,B2,B2,B2
train,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
train,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
train,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
train,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
train,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
train,NOUN,3.11E-05,3.29E-05,3.16E-05,3.16E-05,3.34E-05,3.38E-05,3.21E-05,3.61E-05,4.21E-05,3.38E-05,A1,A2,A2
train,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
train,VERB,6.71E-06,6.78E-06,6.82E-06,7.09E-06,7.07E-06,7.44E-06,7.12E-06,7.02E-06,6.77E-06,6.98E-06,A2,B1,B1
training,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
training,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
training,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
training,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
training,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
training,NOUN,9.96E-05,0.000100729,9.85E-05,9.86E-05,9.67E-05,0.000101946,9.63E-05,9.12E-05,7.85E-05,9.58E-05,B1,B1,A2
training,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
training,VERB,1.05E-05,1.07E-05,1.08E-05,1.10E-05,1.07E-05,1.15E-05,1.09E-05,1.02E-05,9.03E-06,1.06E-05,B2,B1,B2
trainee,ADJ,2.19E-07,2.04E-07,1.81E-07,2.02E-07,1.85E-07,1.94E-07,1.74E-07,1.72E-07,1.45E-07,1.86E-07,A1,B2,B2
trainee,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
trainee,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
trainee,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trainee,DET,4.81E-08,4.96E-08,4.32E-08,5.16E-08,4.50E-08,4.08E-08,4.61E-08,4.16E-08,3.10E-08,4.41E-08,A1,A2,A1
trainee,NOUN,1.31E-06,1.37E-06,1.11E-06,1.20E-06,1.07E-06,1.26E-06,1.11E-06,1.01E-06,7.80E-07,1.14E-06,A1,B2,B2
trainee,PRON,8.04E-10,2.64E-10,1.60E-10,2.20E-10,1.36E-10,6.24E-10,5.88E-10,4.94E-10,2.05E-10,3.88E-10,A1,A2,A2
trainee,VERB,2.24E-08,1.94E-08,1.68E-08,1.95E-08,1.59E-08,1.54E-08,1.19E-08,1.39E-08,9.85E-09,1.61E-08,A1,B2,B2
trainer,ADJ,8.02E-08,8.68E-08,8.94E-08,8.89E-08,8.56E-08,1.02E-07,9.20E-08,8.28E-08,7.38E-08,8.68E-08,A1,B2,B2
trainer,ADP,1.20E-08,1.27E-08,1.19E-08,1.09E-08,1.01E-08,1.05E-08,1.06E-08,9.69E-09,8.93E-09,1.08E-08,A1,A1,Unknown
trainer,ADV,3.57E-10,7.05E-10,3.19E-10,2.20E-10,4.08E-10,8.32E-10,3.92E-10,4.94E-10,1.54E-10,4.31E-10,C2,B1,C1
trainer,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
trainer,DET,8.94E-09,6.08E-09,7.51E-09,8.73E-09,7.00E-09,1.01E-08,7.97E-09,9.19E-09,6.36E-09,7.99E-09,A1,A2,A1
trainer,NOUN,2.85E-06,2.87E-06,3.03E-06,2.91E-06,2.98E-06,3.57E-06,2.94E-06,3.05E-06,2.56E-06,2.97E-06,A2,B2,B2
trainer,PRON,8.04E-10,2.64E-10,7.19E-10,5.87E-10,8.84E-10,9.01E-10,9.14E-10,6.17E-10,5.13E-10,6.89E-10,A1,A2,A2
trainer,VERB,1.44E-08,2.04E-08,1.77E-08,1.67E-08,1.77E-08,2.22E-08,2.01E-08,1.75E-08,1.48E-08,1.79E-08,A1,B2,B2
trait,ADJ,1.24E-07,1.19E-07,1.26E-07,1.42E-07,1.73E-07,1.43E-07,1.40E-07,1.57E-07,1.16E-07,1.38E-07,A1,B2,B2
trait,ADP,5.00E-09,5.02E-09,5.03E-09,6.82E-09,5.64E-09,6.17E-09,6.92E-09,6.54E-09,5.39E-09,5.84E-09,A1,A1,Unknown
trait,ADV,3.48E-09,3.17E-09,2.40E-09,2.93E-09,3.54E-09,2.08E-09,3.79E-09,1.97E-09,1.85E-09,2.80E-09,A1,B1,A2
trait,CONJ,1.79E-10,8.81E-11,3.99E-10,7.34E-10,2.72E-10,6.24E-10,4.57E-10,1.85E-10,5.13E-11,3.32E-10,A1,A2,A2
trait,DET,9.73E-08,9.85E-08,1.08E-07,1.23E-07,1.06E-07,1.13E-07,1.22E-07,1.21E-07,9.93E-08,1.10E-07,A1,A2,A1
trait,NOUN,7.39E-06,7.35E-06,7.21E-06,7.25E-06,7.43E-06,7.82E-06,7.56E-06,7.46E-06,6.74E-06,7.36E-06,B2,B2,B2
trait,PRON,4.81E-08,4.94E-08,4.92E-08,5.22E-08,5.73E-08,5.55E-08,5.99E-08,6.03E-08,4.41E-08,5.29E-08,A1,A2,A1
trait,VERB,3.93E-08,4.13E-08,4.10E-08,5.36E-08,5.05E-08,4.84E-08,4.79E-08,4.92E-08,4.47E-08,4.62E-08,A1,B2,B2
tram,ADJ,4.36E-08,3.87E-08,4.00E-08,4.46E-08,4.77E-08,4.42E-08,5.06E-08,8.80E-08,1.35E-07,5.91E-08,A1,B2,B2
tram,ADP,3.93E-09,3.88E-09,3.75E-09,4.18E-09,2.92E-09,2.01E-09,1.37E-09,1.23E-09,2.77E-09,2.90E-09,A1,A1,Unknown
tram,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tram,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tram,DET,2.68E-10,8.81E-11,3.19E-10,3.67E-10,2.04E-10,0,6.53E-11,0,1.03E-10,1.57E-10,A1,A2,A2
tram,NOUN,1.13E-06,1.10E-06,1.12E-06,9.72E-07,1.04E-06,1.06E-06,8.93E-07,1.05E-06,9.43E-07,1.03E-06,A1,B2,B2
tram,PRON,2.68E-10,8.81E-11,3.99E-10,3.67E-10,1.36E-10,0,6.53E-11,2.47E-10,2.05E-10,1.97E-10,A1,A2,A2
tram,VERB,3.24E-08,4.16E-08,2.64E-08,2.05E-08,2.15E-08,1.80E-08,1.69E-08,1.57E-08,1.88E-08,2.35E-08,A1,B2,B2
tranquil,ADJ,1.86E-06,1.83E-06,1.78E-06,1.79E-06,2.07E-06,1.87E-06,2.08E-06,2.32E-06,3.44E-06,2.12E-06,B1,B2,B2
tranquil,ADP,0,2.64E-10,1.60E-10,0,5.44E-10,2.77E-10,2.61E-10,0,2.05E-10,1.90E-10,A1,A1,Unknown
tranquil,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tranquil,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tranquil,DET,1.07E-09,8.81E-10,7.19E-10,8.07E-10,7.48E-10,1.53E-09,1.18E-09,9.87E-10,1.44E-09,1.04E-09,A1,A2,A2
tranquil,NOUN,8.31E-09,9.08E-09,9.98E-09,9.24E-09,1.13E-08,9.84E-09,1.42E-08,8.64E-09,1.98E-08,1.11E-08,A1,Unknown,Unknown
tranquil,PRON,6.26E-10,2.64E-10,1.60E-10,2.20E-10,3.40E-10,4.16E-10,1.31E-10,1.60E-09,8.21E-10,5.09E-10,A1,A2,A2
tranquil,VERB,4.20E-09,3.26E-09,3.91E-09,4.99E-09,4.56E-09,4.09E-09,5.16E-09,4.20E-09,8.83E-09,4.80E-09,A1,B2,B2
tranquility,ADJ,3.57E-10,2.64E-10,6.39E-10,2.20E-10,5.44E-10,1.39E-10,3.92E-10,4.32E-10,5.65E-10,3.95E-10,C2,B2,B2
tranquility,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
tranquility,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
tranquility,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tranquility,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tranquility,NOUN,9.69E-07,1.05E-06,1.21E-06,1.26E-06,1.28E-06,1.25E-06,1.35E-06,1.23E-06,1.11E-06,1.19E-06,A1,B2,B2
tranquility,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
tranquility,VERB,2.68E-10,7.93E-10,7.19E-10,1.54E-09,1.02E-09,3.47E-10,1.31E-09,7.40E-10,8.73E-10,8.45E-10,A1,B2,C1
transaction,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
transaction,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transaction,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transaction,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transaction,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transaction,NOUN,2.66E-05,2.87E-05,2.87E-05,2.77E-05,2.51E-05,2.62E-05,2.63E-05,2.39E-05,2.05E-05,2.60E-05,B1,B1,A2
transaction,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transaction,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
transfer,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
transfer,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transfer,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transfer,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transfer,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transfer,NOUN,4.96E-05,4.99E-05,4.96E-05,4.89E-05,4.52E-05,4.77E-05,4.62E-05,4.25E-05,3.34E-05,4.59E-05,B1,B1,A2
transfer,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transfer,VERB,1.19E-05,1.25E-05,1.23E-05,1.19E-05,1.17E-05,1.17E-05,1.13E-05,1.08E-05,9.38E-06,1.15E-05,B2,B1,B2
transform,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
transform,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transform,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transform,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transform,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transform,NOUN,0,1.76E-10,1.68E-09,2.57E-09,3.40E-10,9.01E-10,1.24E-09,4.94E-10,1.03E-10,8.33E-10,Unknown,Unknown,Unknown
transform,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transform,VERB,1.58E-05,1.61E-05,1.68E-05,1.58E-05,1.58E-05,1.63E-05,1.52E-05,1.52E-05,1.20E-05,1.54E-05,B2,B1,A1
transformation,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
transformation,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transformation,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transformation,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transformation,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transformation,NOUN,3.55E-05,3.49E-05,3.59E-05,3.40E-05,3.34E-05,3.40E-05,3.41E-05,3.23E-05,2.62E-05,3.34E-05,B1,B1,A2
transformation,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transformation,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
transition,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
transition,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transition,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transition,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transition,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transition,NOUN,4.37E-05,4.37E-05,4.21E-05,4.10E-05,4.06E-05,4.15E-05,4.04E-05,3.81E-05,2.95E-05,4.01E-05,B2,B1,A2
transition,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transition,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
transitive,ADJ,1.73E-06,1.68E-06,1.84E-06,1.60E-06,1.36E-06,1.57E-06,1.67E-06,1.43E-06,1.35E-06,1.58E-06,B1,B2,B2
transitive,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transitive,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transitive,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transitive,DET,0,8.81E-11,4.79E-10,7.34E-11,1.36E-10,4.16E-10,1.96E-10,6.17E-11,1.54E-10,1.78E-10,A1,A2,A2
transitive,NOUN,4.11E-09,2.11E-09,6.07E-09,2.49E-09,2.52E-09,1.87E-09,4.11E-09,3.52E-09,3.08E-09,3.32E-09,A1,Unknown,Unknown
transitive,PRON,7.15E-10,5.29E-10,1.60E-10,4.40E-10,4.76E-10,6.93E-10,6.53E-10,1.23E-10,8.21E-10,5.12E-10,A1,A2,A2
transitive,VERB,1.55E-08,1.82E-08,1.57E-08,1.34E-08,1.30E-08,1.29E-08,1.88E-08,1.28E-08,1.17E-08,1.47E-08,A1,B2,B2
translate,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
translate,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
translate,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
translate,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
translate,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
translate,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
translate,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
translate,VERB,8.56E-06,8.78E-06,8.83E-06,8.71E-06,8.46E-06,8.76E-06,8.73E-06,8.37E-06,7.47E-06,8.52E-06,B2,B1,B1
translation,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
translation,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
translation,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
translation,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
translation,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
translation,NOUN,3.28E-05,3.38E-05,3.24E-05,3.09E-05,3.24E-05,3.19E-05,3.38E-05,3.20E-05,2.91E-05,3.21E-05,B1,B1,A2
translation,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
translation,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
transmission,ADJ,1.85E-07,1.91E-07,2.02E-07,1.94E-07,2.37E-07,1.61E-07,1.84E-07,1.64E-07,1.17E-07,1.82E-07,A1,B2,B2
transmission,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transmission,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transmission,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transmission,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transmission,NOUN,3.06E-05,3.15E-05,3.40E-05,3.02E-05,2.93E-05,2.85E-05,2.84E-05,2.65E-05,2.03E-05,2.88E-05,B2,B1,A2
transmission,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transmission,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
transmit,ADJ,1.01E-07,9.83E-08,1.22E-07,1.22E-07,1.39E-07,1.35E-07,1.26E-07,1.41E-07,9.95E-08,1.20E-07,A1,B2,B2
transmit,ADP,5.81E-09,4.93E-09,5.67E-09,6.97E-09,5.30E-09,6.31E-09,9.60E-09,8.21E-09,4.98E-09,6.42E-09,A1,A1,Unknown
transmit,ADV,8.94E-10,8.81E-10,7.99E-10,1.17E-09,1.22E-09,1.04E-09,8.49E-10,8.64E-10,4.62E-10,9.10E-10,A1,B1,C1
transmit,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transmit,DET,5.48E-08,5.10E-08,6.00E-08,9.60E-08,7.57E-08,7.43E-08,8.38E-08,9.25E-08,5.52E-08,7.15E-08,A1,A2,A1
transmit,NOUN,4.27E-07,3.74E-07,4.40E-07,5.09E-07,4.37E-07,4.23E-07,4.32E-07,5.38E-07,3.20E-07,4.33E-07,A1,B2,Unknown
transmit,PRON,4.63E-08,4.27E-08,4.27E-08,5.05E-08,3.98E-08,3.53E-08,3.74E-08,4.21E-08,3.42E-08,4.12E-08,A1,A2,A1
transmit,VERB,6.72E-06,6.60E-06,7.15E-06,6.51E-06,6.20E-06,6.00E-06,5.92E-06,5.78E-06,5.42E-06,6.26E-06,B2,B1,B1
transparent,ADJ,1.01E-05,1.03E-05,1.09E-05,1.11E-05,1.05E-05,1.06E-05,1.04E-05,1.07E-05,1.02E-05,1.05E-05,B2,B1,B1
transparent,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
transparent,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
transparent,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transparent,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transparent,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
transparent,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
transparent,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
transplant,ADJ,2.25E-07,2.84E-07,2.55E-07,2.02E-07,2.05E-07,2.41E-07,2.72E-07,2.77E-07,1.64E-07,2.36E-07,A1,B2,B2
transplant,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
